User ID,Name,Email,Risk Score,Risk Level,Reasons,System
5a5e3447-bf42-42a5-928e-a0294ff0145c,Jakov Šarić,jakov.saric+cloud@example.com,0,LOW,Invalid registration date format,CloudStorage
413a51e6-f9df-431a-961b-a7667876ce37,Nathan Martin,nathan.martin+cloud@example.com,0,LOW,Invalid registration date format,CloudStorage
db0de9fc-ef73-4a3b-9c6b-24718d1b5e2e,Klaasjan Vlaanderen,klaasjan.vlaanderen+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
b08e6f72-b1cc-4efe-ac4d-11a3f46bb2f4,Abel Ibarra,abel.ibarra+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
f1b207d6-110f-4c11-a239-83ea984045f5,Emmi Kotila,emmi.kotila+cloud@example.com,0,LOW,Invalid registration date format,CloudStorage
a206b125-c09b-40a9-912f-d734ef4beba8,Sergio Crespo,sergio.crespo+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
3c306818-11c7-4bd1-9973-845836fd9e86,كيان رضاییان,kyn.rdyyn+cloud@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,CloudStorage
8bf09abd-d7e3-41c1-8db9-b9924fbbb441,Pihla Lehto,pihla.lehto+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
6f2c44f0-90d9-4212-b7e3-b7730d8157b3,Jojanneke Lagendijk,jojanneke.lagendijk+cloud@example.com,0,LOW,Invalid registration date format,CloudStorage
687f220f-521f-41bf-b95a-3a15a3785abb,Madhumita Chiplunkar,madhumita.chiplunkar+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
7ae36970-0453-449b-a2ed-e3dd619d5bc7,Eugenia Fuentes,eugenia.fuentes+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
f70cd4da-0672-4147-b7f2-3ef69ba7cfcb,Nolhan Vidal,nolhan.vidal+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
558bebc7-6a71-49a2-b50b-83885bedb13c,Daisi da Rocha,daisi.darocha+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
03179d53-4163-4e03-9cca-680fcdfe645f,Jocenira Nascimento,jocenira.nascimento+cloud@example.com,0,LOW,Invalid registration date format,CloudStorage
bf8f4989-53fd-41a8-baf2-2a06229ec075,Arthur Hart,arthur.hart+cloud@example.com,5,MEDIUM,Password too short; Invalid registration date format,CloudStorage
