User ID,Name,Email,Risk Score,Risk Level,Reasons,System
aa36fb6d-d704-46f3-8a5e-f9bb788d28df,Mia Pollestad,mia.pollestad@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
f9114c3c-edb6-4a75-a099-9aa61ce8d55f,Ljiljana Selaković,ljiljana.selakovic@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
4f35a7f7-6cce-47a8-a245-2df4e639fc8c,Peyton Clarke,peyton.clarke@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
a414e46a-80a9-4062-b185-41b2627cc862,Felix Ruiz,felix.ruiz@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
a83ef0fa-025c-423a-82cd-cc6f74e7092f,Lily Howell,lily.howell@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
e1723460-c50a-4615-a1f2-e9751b93fd96,Quinn Patel,quinn.patel@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
1fa7f885-fb8c-4633-aa38-b844cddb52ac,سپهر زارعی,sphr.zraay@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
af5c8e75-2560-46a7-8c2d-965cf3b92b3b,Alexander Rice,alexander.rice@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
560753f2-0a9d-48c3-95ab-3d409513b917,Andrea Hansen,andrea.hansen@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
f4e9dee8-61c9-465c-b9fc-d44666568970,Helene Helbig,helene.helbig@example.com,0,LOW,Invalid registration date format,HRSystem
d3f91883-0c48-498b-a84e-3008d984d434,Elnaz Roukema,elnaz.roukema@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
b92f5fb5-3be8-4961-afbe-94912a1f8d0f,Anusree Chavare,anusree.chavare@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
c58f4b8c-11ca-4e98-a8dd-abcce3ba13e5,بهاره كامياران,bhrh.kmyrn@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
3d65e0b4-45eb-4811-8229-7988a6943f53,Lennaert Pauwels,lennaert.pauwels@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
71d06d5d-0a0c-44ca-8497-e31f418b83d3,Valerie Nguyen,valerie.nguyen@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
94f268b8-48b4-4738-b16f-029c0aca1733,شایان رضاییان,shyn.rdyyn@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
e12078e7-9271-482f-9b13-253439f0bf17,Brayden Dixon,brayden.dixon@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
9574bd5c-00af-47c0-a97d-852cf818ec61,Brianna Duncan,brianna.duncan@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
8871edf9-c484-448d-b8ee-b700a04f3568,میلاد رضایی,myld.rdyy@example.com,6,MEDIUM,Invalid registration date format; User from high-risk country: Iran,HRSystem
026dfe68-08a5-4796-bf21-b188c625bcb4,Airumã Rodrigues,airuma.rodrigues@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
35ab8944-fd72-4dfc-8b49-4551b191c7c4,Grace Kumar,grace.kumar@example.com,0,LOW,Invalid registration date format,HRSystem
6117c703-3b14-4d9d-b2c4-09fa5fb9e2b8,Nastya Usik,nastya.usik@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
fca9719e-a1e9-4eed-95b1-ff860428ddb2,آرتين سلطانی نژاد,artyn.sltnynjd@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
47855b92-83b9-4536-8902-6f761b33bae8,Ray Sims,ray.sims@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
c9b23e79-6e46-4f40-bf06-1373ea073e84,Camila Pearson,camila.pearson@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
3bba1d8d-5aca-4ac5-8f29-ccf6a92c1167,Nabila Van den Berk,nabila.vandenberk@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
bd20a23c-9572-42e6-bdfe-457035a9fe16,Anas Slomp,anas.slomp@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
f5b714cb-9570-4ae9-a507-87cc90e2a554,Luis Méndez,luis.mendez@example.com,0,LOW,Invalid registration date format,HRSystem
f82f7f7b-9ada-49b8-ae8e-4d43b9fe053f,Ronald Edwards,ronald.edwards@example.com,0,LOW,Invalid registration date format,HRSystem
10b0dbf5-1151-4d86-9d30-a2e39250bba5,Ennya Rocha,ennya.rocha@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
e7b7d715-8425-4715-afea-62bf6dcb56be,Draško Novak,drasko.novak@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
41ba664d-c1cd-4bb8-91a5-d2636b2ba636,Jaydan Linders,jaydan.linders@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
6bf5fed9-dc0f-46ed-ba1b-a82a67dc96ca,María Morales,maria.morales@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
ba962914-c330-46e9-a05a-ecde0f3c60f2,Kuzey Süleymanoğlu,kuzey.suleymanoglu@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
44c8f66f-e728-478e-8e8c-2631fb72cd4a,Victoire Fontai,victoire.fontai@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
93649f6d-d14c-419b-b285-440dedb447d2,Fiona Smith,fiona.smith@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
73e38a58-3f61-432b-bcc8-2802ac9d517e,Aurora Cooper,aurora.cooper@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
72a6b15a-f5f5-40ef-aba4-978bc097eb6e,Sean Ward,sean.ward@example.com,0,LOW,Invalid registration date format,HRSystem
c96daf07-bd59-4e9f-902b-9a9c180ae264,Kerim Akan,kerim.akan@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
0a5ba995-3810-4a3c-8c26-39fd805e4d57,Gül Beşerler,gul.beserler@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
c511fc0e-8eb4-4406-ad40-f2ae7dabce48,Dolores Gallego,dolores.gallego@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
9189cfa0-92ca-4fe1-962d-4975a1af5632,Svetozar Milovanović,svetozar.milovanovic@example.com,0,LOW,Invalid registration date format,HRSystem
9def8bba-c29c-4ab9-9b09-c4141203386f,Rachel Hoffman,rachel.hoffman@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
44772cc5-a901-4de6-87ea-19a2935e1233,Mason Ma,mason.ma@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
f72e51a0-0a15-4e09-89e1-a6c5d1ce2ae7,Saana Autio,saana.autio@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
038e9631-3075-4dba-8b97-dfdd8b1d8bba,یسنا احمدی,ysn.hmdy@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
8fa13f45-b806-4b01-a4eb-95050133ef4a,Hazel Turner,hazel.turner@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
aa9ba4fa-e77e-44d4-a41a-2e7475d3f5c2,Desimir Šijan,desimir.sijan@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
d622d794-76d7-4cce-ad47-c490983df1fd,Guy Renaud,guy.renaud@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
6a841a4d-00a4-4cf4-ad13-2ee56f5a8d53,Terra Turner,terra.turner@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
b9a18305-4443-491f-abc0-f8e94c617d04,Tyrone Allen,tyrone.allen@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
a15b60f9-8790-43b9-973b-cae41e9bf1b7,Grit Schlag,grit.schlag@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
c3db3a46-51ae-41b7-a7db-32825b882035,Rathi Bal,rathi.bal@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
c482045d-7910-4ce9-8c83-59f79dd73a35,Kerttu Kuusisto,kerttu.kuusisto@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
d2fa2f3c-aa8c-4f5b-999b-e5b0750601f6,Jovana Filipović,jovana.filipovic@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
79b1d608-e252-43cb-bdb4-683b94c880f8,Emmerich Korte,emmerich.korte@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
8bd10bac-18e8-452d-ae5c-9ebde8a9ad61,Emy Martin,emy.martin@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
80949c18-c76d-4f43-ae5d-110d5dfdd9cd,Soham Nichols,soham.nichols@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
43968950-8f19-40e2-8a5c-ce64eb9327b6,Meghan Hawkins,meghan.hawkins@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
77514925-b89d-40be-abf1-7256833054d5,Elif Polat,elif.polat@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
f2e0ed5c-34cc-411b-9e57-018766417edf,Nilza da Mata,nilza.damata@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
11c14399-9a6c-4d83-a8d6-45c482de0b22,Matthew Clarke,matthew.clarke@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
ea20a00e-fbba-420f-8548-d7ae970447b5,Eloida Jesus,eloida.jesus@example.com,0,LOW,Invalid registration date format,HRSystem
af6dd790-cea9-4f67-b436-0e50448b8704,Ella Poulsen,ella.poulsen@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
