User ID,Name,Email,Risk Score,Risk Level,Reasons,System
1a44dceb-501a-47c5-8c3d-405f24b4e622,Billie Sluijk,billie.sluijk@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
9435abe6-0f10-4f20-b447-cec5df230ba0,Judy Tucker,judy.tucker@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
7e43278c-31f3-461e-9503-976a99570997,پرنیا صدر,prny.sdr@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
e4f18406-4767-4b98-9603-24a281bb792a,Muhovist Balabuha,muhovist.balabuha@example.com,0,LOW,Invalid registration date format,HRSystem
a0b1cdb0-77c6-4f96-8acb-e92531e3908c,Maia Sjøstrøm,maia.sjostrom@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
275d59a4-3ae2-45ca-82b4-8f752c4eb6ba,Sara Walters,sara.walters@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
bb9b5167-997c-4cf5-97aa-1e9247220632,Almer Schriemer,almer.schriemer@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
76c85f4b-82e8-4fde-8f4f-2abbf1e65ab2,Cléo Leclerc,cleo.leclerc@example.com,0,LOW,Invalid registration date format,HRSystem
06a1cded-275a-4dc9-91dd-8e12c0ba00ac,Jacob Koenen,jacob.koenen@example.com,0,LOW,Invalid registration date format,HRSystem
7707144b-00cd-4a03-bb5b-a6b59734a3a7,Olivia Howell,olivia.howell@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
8840fca8-0253-4b82-adbd-296ce2d6028f,Peyton Wood,peyton.wood@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
4ad3809a-5889-4e86-8a42-9a9ff52f0bfb,Naser Nguyen,naser.nguyen@example.com,5,MEDIUM,Password too short; Invalid registration date format,HRSystem
a78c6c82-5735-487f-afa0-232d304efabd,بهاره احمدی,bhrh.hmdy@example.com,11,HIGH,Password too short; Invalid registration date format; User from high-risk country: Iran,HRSystem
